asin,Title,MainImage,Rating,NumberOfReviews,Price,AvailableSizes,AvailableColors,BulletPoints,SellerRank
B07MJ14QMJ,"







EVGA GeForce GTX 1070 SC GAMING ACX 3.0 Black Edition, 8GB GDDR5, LED, DX12 OSD Support (PXOC) 08G-P4-5173-KR (Renewed)






",https://images-na.ssl-images-amazon.com/images/I/510n5u0y4QL._AC_.jpg,4.5 out of 5 stars,56 ratings,,"Real Boost Clock: 1784 MHz,Real Boost Clock: 1797 MHz",,"
,
,
Real Base Clock: 1594 MHz / Real Boost Clock: 1784 MHz; Memory Detail: 8192MB GDDR5

,
Run Longer, Play Longer with EVGA ""ACX 3.0"" Cooling. Operating system support: Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit

,
What you see is what you get! – No additional software required to achieve listed clock speeds

,
DX12 OSD Support with EVGA Precision XOC. Requires Minimum of a 500 Watt power supply. Max Monitors Supported: 4

,
3 Year Warranty & EVGA's 24/7 Technical Support. Requirements: Minimum of a 500 Watt power supply.One available 8-pin PCI-E power dongle, Total Power Draw : 170 Watts

",
B076RCTXGX,"







ASUS ROG Strix GeForce GTX 1070 Ti 8GB GDDR5 Advanced Edition VR Ready DP HDMI DVI Gaming Graphics Card (ROG-STRIX-GTX1070TI-A8G-GAMING)






",https://images-na.ssl-images-amazon.com/images/I/515jAee9GsL._AC_.jpg,4.6 out of 5 stars,770 ratings,,"DUAL RTX 2060 Super EVO,DUAL RTX 2060 Super EVO V2,ROG STRIX GTX 1070 TI,ROG STRIX RTX 2060",,"
,
,
1759 MHz Boost Clock (OC Mode) featuring 8GB GDDR5 256-bit memory powered by NVIDIA Pascal. Dimensions- 11.73 x 5.28 x 2.07 Inch

,
ASUS Aura Sync RGB lighting on the shroud and backplate provides a nearly endless spectrum of colors with the ability to synchronize effects across asus Aura Sync enabled products

,
MaxContact plus Auto-extreme manufacturing technology delivers 2X more GPU to heatsink contact for increased cooling efficiency with premium quality aerospace-grade Super Alloy Power II components

,
Patented wing-blade 0dB fans with FanConnect II optimizes cooling performance using three axial fans to maximize airflow and two 4-pin headers for targeted system cooling

,
GPU Tweak II makes monitoring performance and streaming easier than ever, featuring Game Booster and a free 1-year premium license of XSplit Gamecaster

,
Form Factor: Plug-in Card

",
asin,Title,MainImage,Rating,NumberOfReviews,Price,AvailableSizes,AvailableColors,BulletPoints,SellerRank
B0913JYNDV,"







Gigabyte GeForce GTX 1660 Super Mini ITX OC Edition Graphics Card, 6GB 192-bit GDDR6 PCIe 3.0, 3D Active Fan AORUS Engine, 1x HDMI 2.0b 3X DisplayPort 1.4 w/ Mytrix HDMI 2.1 Cable(4k@120Hz/8K@60Hz)






",https://images-na.ssl-images-amazon.com/images/I/41HPyKRjqdL._AC_.jpg,,,$769.99,,,"
,
,
【UNIQUE BLADE FAN】The airflow is split by the triangular fansedge, and guided smoothly through the 3D stripe curve on the fan surface, effectively enhancing the airflow.

,
【3D ACTIVE FAN】The 3D Active Fan provides semi-passive cooling, and the fans will remain off when the GPU is in a low load or low power game. It allows gamers to enjoy gameplay in complete silence when the system is running light or idle.

,
【HEAT PIPES DIRECT TOUCH GPU】The shape of the pure copper heat pipes maximizes the direct contact area with the GPU, enhancing heat transfer. The heat pipes also cover the VRAM through a large metal plate contact to ensure proper cooling.

,
【EXTREME DURABILITY AND OVERCLOCKING】The graphics card uses the better power phases design to allow the MOSFET to operate at lower temperature, and over-temperature protection design and load balancing for each MOSFET, plus the Ultra Durable certified chokes and capacitors, to provide excellent performance and longer system life.

,
【AORUS ENGINE】The cutting-edge intuitive interface allows you to adjust the clock speed, voltage, fan performance and power target in real-time according to your game's requirements.

",
B082P1BF7H,"







MSI Gaming GeForce RTX 2070 8GB GDRR6 256-Bit HDMI/DP DirectX 12 VR Ready Ray Tracing Turing Architecture HDCP Graphics Card (RTX 2070 TRI FROZR), (Model: GeForce RTX 2070 TRI FROZR)






",https://images-na.ssl-images-amazon.com/images/I/410ZNLnK2fL._AC_.jpg,4.7 out of 5 stars,328 ratings,,,,"
,
,
Chipset: NVIDIA GeForce RTX 2070

,
Boost Clock: 1620 MHz

,
Memory Interface: 256-bit

,
Video Memory: 8GB GDDR6

,
Output: DisplayPort x 3 (v1. 4) / HDMI 2. 0b x 1

",
B07SSVWFML,"







Nvidia GeForce GTX 1070 Founders Edition - 900-1G411-2520-000






",https://images-na.ssl-images-amazon.com/images/I/41oijJaFTXL._AC_.jpg,4.0 out of 5 stars,1 rating,,,,,
B076RCTXGX,"







ASUS ROG Strix GeForce GTX 1070 Ti 8GB GDDR5 Advanced Edition VR Ready DP HDMI DVI Gaming Graphics Card (ROG-STRIX-GTX1070TI-A8G-GAMING)






",https://images-na.ssl-images-amazon.com/images/I/515jAee9GsL._AC_.jpg,4.6 out of 5 stars,770 ratings,,"DUAL RTX 2060 Super EVO,DUAL RTX 2060 Super EVO V2,ROG STRIX GTX 1070 TI,ROG STRIX RTX 2060",,"
,
,
1759 MHz Boost Clock (OC Mode) featuring 8GB GDDR5 256-bit memory powered by NVIDIA Pascal. Dimensions- 11.73 x 5.28 x 2.07 Inch

,
ASUS Aura Sync RGB lighting on the shroud and backplate provides a nearly endless spectrum of colors with the ability to synchronize effects across asus Aura Sync enabled products

,
MaxContact plus Auto-extreme manufacturing technology delivers 2X more GPU to heatsink contact for increased cooling efficiency with premium quality aerospace-grade Super Alloy Power II components

,
Patented wing-blade 0dB fans with FanConnect II optimizes cooling performance using three axial fans to maximize airflow and two 4-pin headers for targeted system cooling

,
GPU Tweak II makes monitoring performance and streaming easier than ever, featuring Game Booster and a free 1-year premium license of XSplit Gamecaster

,
Form Factor: Plug-in Card

",
B076S4RH6K,"







EVGA GeForce 08G-P4-5671-KR, GTX 1070 Ti SC GAMING ACX 3.0 Black Edition, 8GB GDDR5, EVGA OCX Scanner OC, White LED, DX12OSD Support (PXOC) Graphics Card






",https://images-na.ssl-images-amazon.com/images/I/51PLpT-02fL._AC_.jpg,4.8 out of 5 stars,793 ratings,,,,"
,
,
Real Base Clock: 1607+ MHz/Real Boost Clock: 1683+ MHz; Memory Detail: 8192MB GDDR5

,
With the click of one button, EVGA Precision XOC will detect, scan and apply your optimal overclock

,
Run Longer, Play Longer with EVGA ""ACX 3.0"" Cooling. 240Hz Max Refresh Rate

,
DX12 OSD Support with EVGA Precision XOC Requirements : Minimum of a 500 Watt power supply. One available 8 pin PCI E power dongle. Total Power Draw 217 Watts

,
3 Year Warranty & EVGA's 24/7 Technical Support. Operating system support Windows 10, 8, 7 32/64bit

",
B01LLAJ8PU,"







ZOTAC GeForce GTX 1070 Mini 8GB GDDR5 VR Ready Super Compact Gaming Graphics Card (ZT-P10700G-10M),Black






",https://images-na.ssl-images-amazon.com/images/I/51UKm9G3YOL._AC_.jpg,4.6 out of 5 stars,996 ratings,,,,"
,
,
New pascal architecture

,
8gb 256-bit gddr5.supported os:

,
Virtual reality ready

,
1x dual-link dvi, 3x DisplayPort (version 1.4), 1x HDMI (2.0b)

,
Boost clock 1708 MHz

,
Extended warranty included with every graphics card purchase. User registration required on zotac website

",
B01H0WU884,"







Gigabyte GeForce GTX 1070 G1 Gaming Video/Graphics Cards GV-N1070G1 GAMING-8GD






",https://images-na.ssl-images-amazon.com/images/I/51z3ReGahgL._AC_.jpg,4.2 out of 5 stars,816 ratings,,,,"
,
,
Powered by NVIDIA GeForce GTX 1070. Power requirement: 500W

,
Integrated with 8GB GDDR5 Memory 256-bit Memory interface

,
Core Clock: OC mode boost Clock 1822 MHz, gaming mode boost Clock 1784 MHz

,
Max digital resolution - 7680x4320@60hz

,
Display connectors – DP1.4 x 3, HDMI 2.0b, dl-dvi-d

,
NOTE: Measurement for the product is 15.7 x 9.3 x 3.5

",
B087G2MC8Z,"







230W Power Adapter for Razer Blade Pro 17, Blade 15 Advanced Model GeForce GTX 1070 and GeForce RTX Equipped laptops






",https://images-na.ssl-images-amazon.com/images/I/41vMs14XoGL._AC_.jpg,4.0 out of 5 stars,21 ratings,$114.99,,,"
Compatibility: Compatible with Razer Blade 15 Advanced Model GeForce GTX 1070, GeForce RTX equipped laptops(RTX2070/RTX2080) and Razer Blade Pro 17

,
DC Output: Output voltage: 19.5V Output current: 11.8A Total: 230W

,
AC Input: Input voltage range: 100V - 240V Input current range: <3.6A (C14) Input frequency: 50 - 60 Hz

,
This compact yet high power adapter is fully capable of delivering ample power to the Razer Blade 15 laptop to keep you in the game. The slim form factor fits easily into your bag, and features a braided power cord and built-in cable wrap.

,
What you get: 1x KSW KINGDO 230W Power Adapter, 1x the Power Cord 6.2Ft, 1x Manual, 30 days refund guarantee, 365 days replacement warranty, 24*7 email support. Please feel free to contact with us for any questions.

",
B08J5F3G18,"







EVGA GeForce RTX 3090 FTW3 Ultra Gaming, 24GB GDDR6X, iCX3 Technology, ARGB LED, Metal Backplate, 24G-P5-3987-KR






",https://images-na.ssl-images-amazon.com/images/I/51WmYdmkr-L._AC_.jpg,4.4 out of 5 stars,243 ratings,,,,"
,
,
Real boost clock: 1800 MHz; Memory detail: 24576 MB GDDR6X.

,
Real-time ray tracing in games for cutting-edge, hyper-realistic graphics.

,
Triple HDB fans + 9 iCX3 thermal sensors offer higher performance cooling and much quieter acoustic noise.

,
All-metal backplate & adjustable ARGB

,
3 year warranty & EVGA's top notch technical support.

",
B01H1BLHYS,"







Nvidia GeForce GTX 1070 Founders Edition - 900-1G411-2520-001 (Renewed)






",https://images-na.ssl-images-amazon.com/images/I/41jAgpWLOoL._AC_.jpg,4.6 out of 5 stars,121 ratings,,,,"
,
,
Powered by the NVIDIA GeForce GTX 1070 graphics processing unit (GPU)

,
8GB GDDR5 (256-bit) on-board memory

,
PCI Express 3.0 x16 interface

,
NVIDIA CUDA technology

,
VR-ready

",
B01KVZBNY0,"







EVGA GeForce 08G-P4-5173-KR, GTX 1070 SC GAMING ACX 3.0 Black Edition, 8GB GDDR5, LED, DX12 OSD Support (PXOC)






",https://images-na.ssl-images-amazon.com/images/I/5106W58qESL._AC_.jpg,4.7 out of 5 stars,"2,052 ratings",,"Real Boost Clock: 1683 MHz,Real Boost Clock: 1784 MHz,Real Boost Clock: 1797 MHz",,"
,
,
Real Base Clock: 1594 MHz / Real Boost Clock: 1784 MHz; Memory Detail: 8192MB GDDR5

,
Run Longer, Play Longer with EVGA ""ACX 3.0"" Cooling. Operating system support: Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit

,
What you see is what you get! – No additional software required to achieve listed clock speeds

,
DX12 OSD Support with EVGA Precision XOC. Requires Minimum of a 500 Watt power supply. Max Monitors Supported: 4

,
3 Year Warranty & EVGA's 24/7 Technical Support. Requirements: Minimum of a 500 Watt power supply.One available 8 pin PCI E power dongle, Total Power Draw : 170 Watts

",
B07MJ14QMJ,"







EVGA GeForce GTX 1070 SC GAMING ACX 3.0 Black Edition, 8GB GDDR5, LED, DX12 OSD Support (PXOC) 08G-P4-5173-KR (Renewed)






",https://images-na.ssl-images-amazon.com/images/I/510n5u0y4QL._AC_.jpg,4.5 out of 5 stars,56 ratings,,"Real Boost Clock: 1784 MHz,Real Boost Clock: 1797 MHz",,"
,
,
Real Base Clock: 1594 MHz / Real Boost Clock: 1784 MHz; Memory Detail: 8192MB GDDR5

,
Run Longer, Play Longer with EVGA ""ACX 3.0"" Cooling. Operating system support: Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit

,
What you see is what you get! – No additional software required to achieve listed clock speeds

,
DX12 OSD Support with EVGA Precision XOC. Requires Minimum of a 500 Watt power supply. Max Monitors Supported: 4

,
3 Year Warranty & EVGA's 24/7 Technical Support. Requirements: Minimum of a 500 Watt power supply.One available 8-pin PCI-E power dongle, Total Power Draw : 170 Watts

",
B08YP3FRM4,"







MSI Gaming GeForce GTX 1660 Super Ventus XS OC Graphics Card 6GB GDDR6 192-bit PCIe 3.0 x16 HDCP Support DirectX 12 Dual Fan 1x HDMI 2.0b 3X DisplayPort 1.4 w/ Mytrix HDMI 2.1 Cable(4k@120Hz/8K@60Hz)






",https://images-na.ssl-images-amazon.com/images/I/512sF80Vx5L._AC_.jpg,1.0 out of 5 stars,1 rating,$839.99,,,"
,
,
【GEFORCE GTX 16 SERIES】Experience the breakthrough graphics performance of the award-winning NVIDIA Turing architecture with GeForce GTX 16 Series graphics cards and laptops. Upgrade your PC for performance that’s blazing-fast on today’s most popular games, and even faster with modern titles. Step up to GeForce GTX.

,
【TURING SHADERS】Featuring concurrent execution of floating point and integer operations, adaptive shading technology, and a new unified memory architecture with twice the cache of its predecessor, Turing shaders enable awesome performance increases on today’s games. Get 1.4X power efficiency over previous generation for a faster, cooler, and quieter gaming experience.

,
【DIRECTX 12】Enables developers to add amazing graphics effects to Microsoft Windows-based PC games. GeForce graphics cards deliver advanced DX12 features bringing games to life with ultra-realistic visual effects and faster frame rates.

,
【OC Scanner】The latest version of MSI Afterburner features OC Scanner for GTX 16 series graphics cards. OC Scanner is an automated function that will find the highest stable overclock settings for your card. Giving you a free performance boost for a smooth in-game experience thanks to higher FPS.

,
【Afterburner】MSI Afterburner is a recognized and widely used graphics card Overclocking software. It gives you full control of your graphics card and enables you to monitor your system’s key metrics in real-time.

",
B07T442BQZ,"







MSI Gaming GeForce GTX 1660 Ti 192-bit HDMI/DP 6GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card (GTX 1660 Ti Gaming 6G)






",https://images-na.ssl-images-amazon.com/images/I/41KYLUvD-nL._AC_.jpg,4.8 out of 5 stars,40 ratings,,,,"
,
,
Chipset: NVIDIA GeForce GTX 1660 Ti

,
Boost Clock: 1770 MHz

,
Memory Interface: 192-Bit

,
Video Memory: 6GB GDDR6 12 GPS

,
Output: DisplayPort x 3 (V1.4)/ HDMI 2.0B x 1

",
B01M4KGTNI,"







Gigabyte Geforce GTX 1050 Ti 4GB GDDR5 128 Bit PCI-E Graphic Card (GV-N105TD5-4GD)






",https://images-na.ssl-images-amazon.com/images/I/51Spvzl1u5L._AC_.jpg,4.6 out of 5 stars,"5,321 ratings",,"2GB,4GB",,"
,
,
New NVIDIA pascal architecture delivers improved performance and power efficiency

,
Classic and modern games at 1080P at 60 FPS

,
Fast, smooth, power-efficient gaming experiences. Support up to 8K display at 60Hz

,
Support for the latest DirectX 12 Features

,
Delivers all the latest GeForce gaming Features. Card size-H=40 L=229 W=118 mm. Recommended PSU: 300W

,
Form Factor: ATX

",
B004KABG1I,"







EVGA GeForce 210 Passive 1024 MB DDR3 PCI Express 2.0 DVI/HDMI/VGA Graphics Card, 01G-P3-1313-KR






",https://images-na.ssl-images-amazon.com/images/I/51MKbYhkI9L._AC_.jpg,4.4 out of 5 stars,"1,476 ratings",$45.73,"1 GB,1GB Passive,512MB Passive",,"
,
,
EVGA GF 210 brings incredible processing power, at an incredible price.

,
EVGA's 24/7 Technical Support; Base Clock: 520 MHz

,
Memory Clock: 1200 MHz Effective; CUDA Cores: 16

,
Memory Detail: 1024MB DDR3; Memory Bit Width 64 Bit / Memory Bandwidth: 9.6 GB/s

,
Recommended PSU: 300W or greater power supply

",
B0744BP15P,"







Crossfire Bridge Connector Adapter Flexible for ATI/AMD Video Graphics Card






",https://images-na.ssl-images-amazon.com/images/I/41oO9YSNBAL._AC_.jpg,4.3 out of 5 stars,51 ratings,$8.99,,,"
,
,
73mm Crossfire Bridge Connector Adapter Flexible for ATI/AMD Video Graphics Card

,
Can be used for any ATI/AMD cards and Sapphire, XFX, ASUS, Gigabyte, MSI and etc.

",
B08Y3M97TF,"







ASRock Challenger D Radeon RX 5600 XT OC Graphics Card, 6GB (14Gbps) 192-Bit GDDR6 PCI Express 4.0 x16 HDCP Ready AMD Eyefinity Technology 1 x HDMI 2.0b 3 x DisplayPort 1.4 w/ Mytrix HDMI Cable






",https://images-na.ssl-images-amazon.com/images/I/411bqaux%2B5L._AC_.jpg,1.0 out of 5 stars,1 rating,$989.99,,,"
,
,
【The AMD Radeon RX 5600 XT Graphics Card】 is designed for the ultimate 1080p gaming experience. Turn up your settings for higher fidelity and boost gaming performance for higher frame rates with ultra-fast response times. Get the power of the highly acclaimed RDNA architecture, the heart of AMD’s advanced 7nm technology process, as well as GDDR6 high-speed memory and PCI Express 4.0 support, delivering a highly responsive, ultimate 1080p gaming experience.

,
【Dual Fan Design】Two fans that provide strong cooling performance and make your gaming rig stay cool. It’s optimized for delivering excellent gaming experience with stylish and streamlined design.

,
【AMD Eyefinity Technology】expands the traditional limits of desktop computing by multiplying your screen area. With multiple monitors, games become more immersive, workstations become more useful and you become more productive.

,
【Radeon FreeSync 2 HDR】Get ready to experience smooth brilliant HDR gaming. Enjoy vibrant HDR content while eliminating image tears and choppiness for effortlessly smooth gameplay. Low Frame-Rate Compensation, Low Latency, Plug and Play and HDR Ready. That's Radeon FreeSync 2 HDR.

,
【Stylish Metal Backplate】With the Phantom Gaming look, the stylish metal backplate on the Phantom Gaming graphics cards makes it more fancy in visual and solid in construction. Otherwise, the thermal pad at the backside also helps to enhance the thermal efficiency.

",
B07646VQ6T,"







Gigabyte GV-N1030OC-2GI Nvidia GeForce GT 1030 OC 2G Graphics Card






",https://images-na.ssl-images-amazon.com/images/I/51G3%2BUnZlPL._AC_.jpg,4.5 out of 5 stars,"2,056 ratings",,,,"
,
,
Powered by GeForce GT 1030

,
Integrated with 2GB GDDR5 64 bit memory

,
Supports HDMI 4K at 60 hertz. Digital max resolution 4096 X 2160

,
Smooth 4K video playback and HTML5 web browsing

,
1 click overclocking via AORUS Graphics Engine

,
Form factor: ATX. DirectX: 12

",
B07RJGL33C,"







EVGA GeForce GTX 1660 SC Ultra Gaming, 06G-P4-1067-KR, 6GB GDDR5, Dual Fan






",https://images-na.ssl-images-amazon.com/images/I/51zpEKnHAkL._AC_.jpg,4.7 out of 5 stars,536 ratings,,,,"
,
,
Real Boost Clock: 1830 MHz; Memory Detail: 6144MB GDDR5

,
Dual Fan offers higher performance cooling and much quieter acoustic noise

,
Built for EVGA Precision x1 - EVGA all-new tuning utility monitors your graphics card and gives you the power to overclock like a Pro

,
3 year Warranty

",
B08YS23R46,"







MSI Gaming GeForce GTX 1660 Ventus XS OC Graphics Card, 6GB 192-Bit GDDR5 PCIe 3.0 x 16 HDCP Ready Dual-Fan TORX Fan 2.0 1x HDMI 2.0b 3X DisplayPort 1.4 w/ Mytrix HDMI 2.1 Cable(4k@120Hz/8K@60Hz)






",https://images-na.ssl-images-amazon.com/images/I/41NDd-9-ykL._AC_.jpg,5.0 out of 5 stars,1 rating,$749.99,,,"
,
,
【GEFORCE GTX 16 SERIES】THE GAMING SUPERCHARGER. Experience the breakthrough graphics performance of the award-winning NVIDIA Turing architecture with GeForce GTX 16 Series graphics cards and laptops. Upgrade your PC for performance that’s blazing-fast on today’s most popular games, and even faster with modern titles. Step up to GeForce GTX.

,
【TURING SHADERS】Featuring concurrent execution of floating-point and integer operations, adaptive shading technology, and a new unified memory architecture with twice the cache of its predecessor, NVIDIA Turing shaders enable awesome performance-increases for today’s games.

,
【TORX FAN 2.0】Using two of the award-winning TORX 2.0 fans, MSI VENTUS graphics cards provide years of top-notch cooling performance.

,
【OC SCANNER】The latest version of MSI Afterburner features OC Scanner for GTX 16 series graphics cards. OC Scanner is an automated function that will find the highest stable overclock settings for your card, giving you a free performance boost for a smooth in-game experience thanks to higher FPS.

,
【DIRECTX 12】Enables developers to add amazing graphics effects to Microsoft Windows-based PC games. GeForce graphics cards deliver advanced DX12 features bringing games to life with ultra-realistic visual effects and faster frame rates.

",
B07N825Y1L,"







MSI Gaming GeForce GTX 1660 Ti 192-bit HDMI/DP 6GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card (GTX 1660 TI GAMING X 6G)






",https://images-na.ssl-images-amazon.com/images/I/51lTq7Ld0uL._AC_.jpg,4.7 out of 5 stars,777 ratings,,,,"
,
,
6GB 192-Bit GDDR6

,
Boost Clock 1875 MHz

,
1 x HDMI 2.0b 3 x DisplayPort 1.4

,
PCI Express 3.0 x16. Cores: 1536 Units

",
B07NJPKZQG,"







GIGABYTE GeForce GTX 1660 Ti OC 6G 192-bit GDDR6 DisplayPort 1.4 HDMI 2.0B with Windforce 2X Cooling System Graphic Cards- Gv-N166TOC-6GD






",https://images-na.ssl-images-amazon.com/images/I/51fBvI0YjzL._AC_.jpg,4.7 out of 5 stars,839 ratings,,,,"
,
,
Powered by GeForce GTX 1660 Ti integrated with 6GB GDDR6

,
Windforce 2x cooling system with alternate spinning fans

,
Intuitive controls with AORUS engine

,
6GB 192-bit GDDR6

,
1 x HDMI, 3 x DisplayPort

,
Pci Express 3.0 x16

",
B08ZV92N6F,"







MSI GeForce GTX 1660 Gaming X OC Graphics Card, 6GB 192-Bit GDDR5 DirectX 12, PCIe 3.0, TORX Fan 3.0, Zero Frozr Technology, 1x HDMI 2.0b 3X DisplayPort 1.4 w/ Mytrix HDMI 2.1 Cable(4k@120Hz/8K@60Hz)






",https://images-na.ssl-images-amazon.com/images/I/513Mz94AuUL._AC_.jpg,,,$859.99,,,"
,
,
【Dispersion fan blade】Steep curved blade accelerating the airflow.

,
【Traditional fan blade】Provides steady airflow to the massive heat sink below.

,
【Mastery of Aerodynamics】The heatsink is optimized for efficient heat dissipation, keeping your temperatures low and performance high.

,
【Zero Frozr technology】Stopping the fan in low-load situations, keeping a noise-free environment.

,
【Dragon Center】A consolidated platform that offers all software including MYSTIC LIGHT functionality for your MSI Gaming product.

",
B08ZVDCZWV,"







MSI GeForce GTX 1660 Gaming X OC Graphics Card, 6GB 192-Bit GDDR5 DirectX 12, PCIe 3.0 x16 HDCP Ready, TORX Fan 3.0, Zero Frozr Technology, 1 x HDMI 2.0b 3 x DisplayPort 1.4 w/ Mytrix HDMI Cable






",https://images-na.ssl-images-amazon.com/images/I/51lSBfDPfvL._AC_.jpg,,,$859.99,,,"
,
,
【Dispersion fan blade】Steep curved blade accelerating the airflow.

,
【Traditional fan blade】Provides steady airflow to the massive heat sink below.

,
【Mastery of Aerodynamics】The heatsink is optimized for efficient heat dissipation, keeping your temperatures low and performance high.

,
【Zero Frozr technology】Stopping the fan in low-load situations, keeping a noise-free environment.

,
【Dragon Center】A consolidated platform that offers all software including MYSTIC LIGHT functionality for your MSI Gaming product.

",
B08YP6FHY2,"







MSI Gaming GeForce GTX 1660 Super Ventus XS OC Graphics Card 6GB GDDR6 192-bit PCIe 3.0 x16 HDCP Support DirectX 12 Dual Fan VR Ready 1x HDMI 2.0b 3X DisplayPort 1.4 w/ Mytrix HDMI Cable






",https://images-na.ssl-images-amazon.com/images/I/51vfrtVqcWL._AC_.jpg,1.0 out of 5 stars,2 ratings,$839.99,,,"
,
,
【GEFORCE GTX 16 SERIES】Experience the breakthrough graphics performance of the award-winning NVIDIA Turing architecture with GeForce GTX 16 Series graphics cards and laptops. Upgrade your PC for performance that’s blazing-fast on today’s most popular games, and even faster with modern titles. Step up to GeForce GTX.

,
【TURING SHADERS】Featuring concurrent execution of floating point and integer operations, adaptive shading technology, and a new unified memory architecture with twice the cache of its predecessor, Turing shaders enable awesome performance increases on today’s games. Get 1.4X power efficiency over previous generation for a faster, cooler, and quieter gaming experience.

,
【DIRECTX 12】Enables developers to add amazing graphics effects to Microsoft Windows-based PC games. GeForce graphics cards deliver advanced DX12 features bringing games to life with ultra-realistic visual effects and faster frame rates.

,
【OC Scanner】The latest version of MSI Afterburner features OC Scanner for GTX 16 series graphics cards. OC Scanner is an automated function that will find the highest stable overclock settings for your card. Giving you a free performance boost for a smooth in-game experience thanks to higher FPS.

,
【Afterburner】MSI Afterburner is a recognized and widely used graphics card Overclocking software. It gives you full control of your graphics card and enables you to monitor your system’s key metrics in real-time.

",
B07N824KNV,"







MSI Gaming GeForce GTX 1660 Ti 192-bit HDMI/DP 6GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card (GTX 1660 TI VENTUS XS 6G OC)






",https://images-na.ssl-images-amazon.com/images/I/41MvaKfRklL._AC_.jpg,4.8 out of 5 stars,"1,492 ratings",$879.99,,,"
,
,
Chipset: NVIDIA GeForce GTX 1660 Ti

,
Boost Clock: 1830 MHz; Core Clocks: 1770 MHz

,
Memory Interface: 192-bit

,
Video Memory: 6GB GDDR6

,
Output: DisplayPort x 3 (V1. 4)/ HDMI 2. 0B x 1

,
RECOMMENDED PSU: 450 W. Power consumption: 120 W

",
B07Z8PWC6R,"







ZOTAC Gaming GeForce GTX 1660 Super 6GB GDDR6 192-bit Gaming Graphics Card, Super Compact, ZT-T16620F-10L






",https://images-na.ssl-images-amazon.com/images/I/4138S8unvtL._AC_.jpg,4.7 out of 5 stars,"1,339 ratings",,,,"
,
,
New turing architecture

,
6gb 192-bit gddr6

,
Super compACt 6.83-inch card, fits 99% of systems

,
Dual slot, 4k/ hdr/ VR ready

,
3 x DisplayPort 1.4, 1 x HDMI 2.0b

,
Boost clock 1785 mhz

",
B07Q1ZJ3ZB,"







EVGA 06G-P4-2067-KR GeForce RTX 2060 SC Ultra Gaming, 6GB GDDR6, Dual HDB Fans






",https://images-na.ssl-images-amazon.com/images/I/51EKSS1kKEL._AC_.jpg,4.7 out of 5 stars,"2,218 ratings",,"Dual Fan,Single Fan",,"
,
,
Real boost clock: 1755 MHz; Memory detail: 11264MB GDDR6. NVIDIA G Sync compatible

,
Adjustable RGB LED offers configuration options for all your PC lighting needs

,
3 year warranty

,
Dual HDB fans offer higher performance cooling and much quieter acoustic noise

,
Get grip game + EVGA vehicle skin w/ purchase, redeemed at EVGA website, while supplies last

",
B07ZK69HDK,"







MSI Gaming GeForce GTX 1660 Super 192-bit HDMI/DP 6GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card (GTX 1660 Super Gaming X)






",https://images-na.ssl-images-amazon.com/images/I/51HrSrlvD8L._AC_.jpg,4.8 out of 5 stars,840 ratings,,,,"
,
,
Chipset: NVIDIA GeForce GTX 1660 Super

,
Boost clock: 1830 MHz

,
Memory Interface: 192-Bit

,
Video Memory: 6GB GDDR6

,
Output: DisplayPort x 3 (V1. 4)/ HDMI 2. 0B x 1

",
